Content,Author,Date Created,Last Changed
"öncelikle belirteyim akp li filan değilim önceki girdilerime bakabilirsiniz.şimdi gelelim bizim sol seçmene. yahu arkadaş bu neyin rahatlığı, yazılanların büyük çoğunluğu imamoğlu rahat alır, eko başkan ezer şeklinde.olm akp yi kaybetmelerine en yakın olduğu dönemde bile deviremedik, seçmenleri inanılmaz bir biat halinde. siz murat kurum çıktı diye oy atmayacaklarını mı zannediyorsunuz. reis ne derse o onlar için. ve benim tahminlerime göre maalesef istanbul u alacak akp. bekleyip görelim bakalım, umarım yanılırım.",svdaxi,09.01.2024 09:43,null
"açıkçası bu seçimde akp'nin alacağına emindim istanbul'u, sağolsun chp elinden geleni yaptı seçmene yaka silkeleterek!ama murat kurum'dan sonra fikrim tamamen değişti.yani akp şu an geçtiğimiz seçim kılıçdar'ın yanlışını tekrarlıyor, göz göre göre seçimi kaybedecek şekilde hamleler yapıyor.chp'nin muhalefetliği bitmesin, düzen böyle sürsün diye ağıza bir parmak bal çalma niyeti midir, bilemiyorum!murat kurum gibi birini aday yapmanın başka açıklaması yok.",inoktane,09.01.2024 09:44,null
5 yıllık ibb fetret dönemini bitirecek olan belediye başkan adayıdır. istanbul'u yeniden hizmete kavuşturacak kişidir.,el classico,09.01.2024 10:06,null
"seçime giren akepeli starterpackini kullandı ilk gün. camide sabah namazı checked, rükuda fotoğraf checked, halka inip çorba dağıtmak checked, karşısındaki en güçlü adayın seçim mottosunu çalmak checked .. her türlü çalmak checked. bu vasıfsızların siyasette varolmasının tek sebebi karşılarında yıkık mı yıkık bir muhalefet olması c-h-e-c-k-e-d!kazım karabekir paşayı anma töreninde paşaya ve paşanın torununa yaptığı edepsizlikle ve ciasal islamcı bıyığıyla tanıyorum kendisini.muaviye bıyığının ete kemiğe bürünmüş halidir en net bu arkadaşta görürsünüz.. normal şartlarda bu bıyıklı suratın 20 yıl fetöden yatarı var şu memlekette ama gel gör ki istanbul bb başkanı adayı..",bakilan,09.01.2024 10:07,null
31 mart yerel seçimlerini kazanacak kişidir. bu fikrimle alakalı ise tek dayanağım ekşicilerin bu ekrem silip süpürür söylemleri. ekşicilerin doğru analiz yaptığı nerede görülmüş? ekrem kazanır diyorlarsa bilin ki murat kurum seçimi kazanır. bu şaşmaz. en son pirro dede kemal %60 alıyordu bunlara kalsa. :),9753862,09.01.2024 10:15,null
yeni ibb başkanıat fava bekle,seviptekavusamayaninsan,09.01.2024 10:16,null
"2023 2. tur seçimlerinde kemal kılıçdaroğlu istanbul'da 4.928.000 oyrte ise 4.738.000 oy almışen güncel cumhur & millet ittifakları farkı buraya yatıyor.ancaaak iş milletvekilliği seçimlerine gelince akp orada 1.000.000 oy fazla almışcumhur ittifakı%46,00 4.833.020 oymillet ittifakı%36,00 3.793.771 oyakp & rte hemen hemen aynı oyu almışken kemal kılıçdaroğlu milletvekilliğinde tam 1.200.000 oy kaybetmiş ve bilin bakalım o kadar oy nerede yatıyoremek ve özgürlük ittifakı%12,00 1.273.901 oysonuç olarak demem o ki rte nin bile 2. olduğu bir şehirde, ip veya zp iyi bir aday cıkarırsa murat kurum 3. bile olabilir.ve ayrıca oyle veya böyle, hdp dem vs her ne ise, kilit parti yine",monreve,09.01.2024 10:18,null
(bkz: murat kurum'un kuzeninin iki kişiyi öldürmesi),goccu,09.01.2024 10:22,null
"güzel reklam yapıyor, kazanır.",ceus,09.01.2024 10:36,null
"sadece bir komplo teorisi olarak düşüncemi dile getirmek istiyorum, biliyorum biraz uçuk ama olsun, sesli düşünmüş olalım ; rte, bu seçimi bilerek kaybedip araplara bakın istanbul'u kaybettik dolayısıyla kanal istanbul'u yapamıyoruz diyip vermiş olduğu sözü yerine getirmemek için güzel bir bahane elde etmiş olacak. çünkü gördüğüm kadarıyla araplardan ciddi bir baskı var bu konuyla ilgili o kadar arsa satışı yapıldı adamlara, bir nevi tokatlanmış gibi hissediyor olabilirler.",ltdsti,09.01.2024 10:47,10:49
"sabah haberlerde gördüm, seçim startı vermiş. namaz için eyüp sultan'a gitmiş, oradan da fatih'in türbesini ziyaret etmiş. sanki onlar oy kullanacak demek isterdim, onlar vermese de oraya gitti diye oy verecek yüz binler var. onlar hizmeti 100lük 200lük banknot şeklinde isteyenler. amerikan parası da olur.",kopek gibi isiran sivrisinek,09.01.2024 10:50,null
(bkz: badem bıyık),uykuculardan,09.01.2024 11:06,null
"muhalif medya kendisini imar affı ile ilgili eleştiriyor (ki çok haklı bir eleştiri). yalnız bence biraz dikkatli olsunlar. rte 1994 seçimlerinden önce ""ben de kaçak bir binada oturuyorum"" demiş ve kaçak yapılarda oturanların oylarını almıştı.istanbulda imar affından yararlanmış olan çok seçmen var, bir de yeni af beklentisi olanları düşünürsek muhalif medyanın bu konuyu gündeme getirmesi kendisinin işine yarayabilir.",endoplasmikretikulum,09.01.2024 11:59,null
zamanında diyarbakır olimpiyatları’nın sunuculuğunu yapmıştır:https://m.youtube.com/watch?v=yxxx9hu4yxe,klatyator,09.01.2024 12:14,null
"""her gencimiz bir hayvan sahiplense"" demiş... sokak hayvanlarına karşı çaresi buymuş. izlemesi eğlenceli bir aday izleyeceğiz. uğraşsın dursun.",sanzelize canavari,09.01.2024 12:35,null
"murat kurum'un aday yapılması gösteriyor ki erdoğan, istanbul'u da kendisi yönetmek istiyor. belli ki tüm seçim stratejisi erdoğan üzerine kurulacak ve sonuç akp adına olumlu olursa istanbul'u cumhurbaşkanı yönetecek. böyle düşük profilli, ağzından kentsel dönüşümden başka laf çıkmayan, kamuoyunda herhangi bir şekilde parlamayan, tanınmayan birinin aday yapılmasının başka bir anlamı yoktur diye düşünüyorum.",stardustbenim,09.01.2024 12:40,null
"bir insan tipiyle, ses tonuyla, bıyığıyla kısacası her şeyiyle bu kadar mı itici olur, kazanacak gibi durmuyor.",fmucuncu,09.01.2024 12:45,null
"istanbulda 39 ilçeye çorba dağıtım yerleri kuracakmış. ya bi milletin sefaletinden beslenilinir mi ya. gerçi bu millet 1 torba kömüre 1 paket makarnaya bile oy vermiş bi millet . neden çorbaya makarnaya tamah ettiğini fakirleştiğini sorgulamaz ama çorba verene oy verir bu millet . bende imamoğluna bir seçim vaadi önereyim o zaman : amerikada bir çok kilisede sosyal ortam , kütüphane , yemek dağıtımı vs. görmüştüm. bizde de her mahallede cami olduğuna göre , camilerde her sabah çorba vs. dağıtımı , sosyal etkinlikler yapılsın . camiler hem namaz hemde sosyalleşme mekanı olarak kullanılsın. bari bi işe yarasın",opeis,09.01.2024 12:49,null
"alternatif isimler arasında en zayıf ibb başkan adayı.bakanlığında yaptığı icraatlarını,imar barışını,depremde yıkılan binaları,bitmeyen tokileri unutmadık.",haysebebimhay,09.01.2024 21:24,null
"sayın kurum'a buradan bir çağrıda bulunmak istiyorum. malum istanbul deprem bekliyor. bir an önce, hiç vakit kaybetmeden, acil eylem planı olarak, hemen bir imar barışı hamlesi yaparak, çürük, çarık, ne kadar depremde yıkılması olası bina varsa, hepsini af kapsamına dahil etmeleri gerekiyor. başka türlü bu depremi atlatamayız. halkımızın bu zor gününde yanında olmak için, tüm binalara birer kat çıkma hakkı da istiyoruz. sayın bakanım size güveniyoruz. lütfen cehape'nin yıllarca halkımızı sömürmesine izin vermeyin. bu halk size güveniyor. bu af çıkmaz ise, hafazanallah o binalar yıkılır sayın bahan.en az bir milyon oy karanti. imamoğlu'ndan bekledik ama o depremde yıhılması gereken binaları affetmem, yıharım dedi. siz bu halkın sesini duyun sayın bahanım. o bebiş suratınıza sı, sığınıyorum.(bkz: bu ezanlar susmaz, o bayrak inmez)",mein,09.01.2024 21:46,null
görsel,sagliginiz icin,09.01.2024 22:18,null
toplu ulaşıma zam gündemimizde olmayacak derken sanki ulaşım zammına ibb tek başına karar vermiş gibi lanse etmiş ukome'den habersiz başkan adayı.,ibosipidi,09.01.2024 23:41,null
"istanbul büyükşehir belediye başkanı olmak için yeterli biri değil. cv si de boş, siyasi ağırlığı/gücü de yok. akp nin muhalefetsiz kaldığı şu ortam olmasa seçimi kazanma ihtimali 0 dı. kemal kılıçdaroğlu vibe ı veriyor uzaktan.",me without my little green strawberry,09.01.2024 23:50,23:51
"şimdiden çılgın projeleri olan istanbul belediye başkanı adayı :) .1. ""her gencimiz bir tane sokak hayvanı sahiplense, sokakta hayvan kalmaz."" https://onedio.com/…e-sokakta-hayvan-kalmaz-11970022. ""nevmekan’da bulunanlara çorba dağıtan murat kurum, kısa zaman çorba çeşitlerinin artacağını ve haftada bir gün de etli pilav dağıtımı yapılacağını ifade etti."" yancısı ilçe belediye başkanı da murat kurum seçilirse böyle mekanların her ilçede olacağını ""müjdeledi"".https://onedio.com/…etli-pilav-da-verilecek-11969963. bakanlığa ait yolu ibb'nin sandı: murat kurum, ulaştırma bakanlığı'nı istanbullulara şikayet etti . e tabi kendileri başa geçerse bakanlık düzeltir demek istemiş de olabilir :). şimdi düşman toprağı çünkü.https://twitter.com/…n61/status/17450808081492585524. ""avcılar'ın neden metrosu yok?""20 sene kendileri yapmadı. sonrasında gelene de izin vermediler:). hiiiç utanmadan bunları konuşabiliyor. iyi siyasetçi iyi :). böyle giderse istanbul'u alır. https://www.sozcu.com.tr/…n-imamoglu-na-aciz-p14690",burning nick,10.01.2024 00:33,20.01.2024 17:09
"günlerdir kendi kendime soruyorum, neden yerel seçimlerde akp'nin istanbul büyükşehir belediye başkan adayı murat kurum oldu?murat kurum, akp içinde polemiklerle gündeme gelmiş bir figür değil. seçim sürecinde yüksek perdeden haykıracak, ekrem imamoğlu ile atışacak bir duruşu da yok. siyasetçiden çok bir bürokrat havası var murat kurum'da. müsteşar gibi takılıyor yıllardır.2019 yerel seçimlerinde istanbul'u kolay kolay teslim etmek istemeyen akp, 2024'te neden daha az iddialı bir tavır takınıyor acaba? erdoğan beş yıldır her fırsatta istanbul'u almak istediğini söyleyip durmuyor mu? murat kurum, sanki seçilmese daha mutlu olacakmış gibi duruyor. gerçekten bu seferki sürecin nasıl geçeceğini çok merak ediyorum.",raskolnikovun cebinde kalan son ruble,10.01.2024 00:38,null
"akp'yi destekleyenlerin kesinlikle ve direkt oy vereceği kişi olacaktır.akp seçmeni olup daha doğrusu son genel seçimlerde akp'ye oy vermiş olanların bana göre çoğunluğunun oy vereceği kişi olacaktır.istisnalar olabilir.kendisinin yerine başka kim olsaydı da; yine aynı oranlarda oy alacaktır.olay bakın isimlerde değil.hala anlayamıyor bizim insanlarımız.murat kurum dese ki; ben belediyenin başına gelince hiçbirşey yapmayacağım.yine akp seçmeni tarafından kayıtsız şartsız oy alacaktır.hiçbir projesi dahi olmasa bile oy alacaktır.mhp seçmeni de öyle destekleyecektir.geriye ne kaldı?diğer partilerin toplamı üç aşağı beş yukarı murat bey'in alacağı oylara yakın olacaktır.anlayacağınız bana göre net ve açık ara favoridir.hpd,yeşil sol işte dem vs deseniz kendi adayı,iyi parti kendi adayı,imamoğlu chp ile diğer küçük partiler kendi adayları derken bunlar birbirlerini parçalarken; öbür taraf bastıra bastıra geliyor.nihayetinde en çok yüzdeyi alacak kişi başkan olacağından iş çok basit.akp-mhp en az 40-45 arası zaten. kalan diğer yüzdelik karşı tarafta tek kişiye oy gitmeyeceğinden dolayı her türlü kazancak murat kurum.bunu daha da uzatmanın,daha da artık bal gibi ortada olan bir gerçeği görmemek,burada yok şöyle yaptı,yok böyle yaptı şu vaatleri var falan demenin izahi yoktur.takım tutar gibi oy veren bir halk bizimkisi.akp genel seçimlerde açık ara kazandı.hem de bu ekonomik şartlarda,böyleyken daha ne konuşuyoruz ki gerçekten?vallahi de billahi de şu seçim olayları bitsin 4 sene kafamız rahat etsin cidden!!!bu ülkenin seçmeni adam olmaz!kaldı ki; bakın son dönemlerde vatandaşlık alan yabancıların belki de çoğu istanbul kayıtlı.suriyeli ve de para ile satın alanların.o 2019 daki fark kapanmıştır kesin.akp kadrosu akıllıdır.hesap kitap yapmışlardır hepsini; şehir dışından adam getirip nüfusa kayıt ettirmişlerdir.(çoğu kritik şehirde,bölgelerde)onun için kafa yormayın cidden…bu iş bitmiş artık,akp taş'a dönüyor oynanan okey oyununda ne konuşuyoruz ki?!ama müstahak bu millete!!!bir zamanlar bir bakan vardı hani uzun uzun ohhhhhhhh ohhhhhhh diyordu ya heh işte o'dur bu olay! bitti o kadar!",goflaz,10.01.2024 02:19,null
(bkz: murat kurum'un başlattığı kentsel dönüşüm),goccu,10.01.2024 02:22,null
"la adamın üniversite yılları konya’ da geçmiş, konyaa, konyaaa.adamın istanbul’ la ne alakası var.",diyenin hesap,10.01.2024 05:27,null
millet ittifakının dağılmasıyla kazanması kesin olan başkan adayı.,doktormulaim,07.01.2024 17:13,null
2024 yerel seçimlerinde akp ibb büyükşehir belediye başkan adayıdır.(bkz: badem bıyıklılar),madammatiz,07.01.2024 17:13,null
"türkiye çevre, şehircilik ve iklim değişikliği bakanı(2021-2023)10 temmuz 2018 - 4 haziran 2023kahramanmaraş depremleri sırasında ülkenin ""çevre ve şehircilik bakanı"" olan zat, fetret devrini bitirecekmiş, utandım dinlerken. kendisi hiç mi utanmadı?",leadbysatanism,07.01.2024 17:19,null
atanmiş. reyizi harcamiş yalniz elemani uyandirayim. shshskahsgsgshsbsks,sagliginiz icin,07.01.2024 17:20,null
"istanbul ittifakının yeni kurbanı, şehirci insan",szimpla,07.01.2024 17:20,null
müstakbel ibb başkanı badem bıyık.,juniorleo,07.01.2024 17:23,null
"nşa'da seçilme şansı çok zor. oy sayımı, mühürsüz oy vs buralarda ne olur bilemem.",quarantino,07.01.2024 17:25,null
"enerjisi sıfır bir tip. yüz ifadesi bile yok. adeta npc. nasıl gidecek halkın içine girip nenelerin elini öpme pozları kesecek bilmiyorum. buna bakınca ekrem çok enerjik, girişken bir tip. muhtemelen sadece ""sadakat""i ve emlak konut'la şehircilik bakanlığı'ndaki rant yönetimi tecrübesi nedeniyle aday gösterildi. yanlış bir aday seçimi olmuş.",rantci yandas muteahhit,07.01.2024 17:32,null
"akp büyük ayağına sıktı bence. adamın sicilinde imar barışı var, 2023 şubat depremleri var, 600bin konut sözü verdiler şubat 2023te, imamoğlu ee kaçtanesini tamamladınız gösterin bakim deyince ne cevap verebilecek? kanal istanbulu yapıcak mısın deyince ne cevap vericek?tarikatlara para akıtacak mısın deyince ne cevap vericek?imamoğlu bence kolayca yener kurum'u.",honormoon,07.01.2024 17:38,null
"imamoğlu trolleri kederli bir ruh hali ile kazanamayacağına dair entryler giriyorlar.beş yıl önce hdp ve iyi parti oylarını aynı adaya yöneltebilmeyi başardıkları halde oyların yarı yarıya dağılım gösterdiğini herkes biliyor. ama artık türk milliyetçileri uyandı, o iş artık yaş.beş yıl önce kimsenin tanımadığı, ne kadar kötü yönetibilirler ki bir deneyelim, hem ak parti'nin biraz burnu sürtülsün diye tepki oyları alan imamoğlu hayalkırıklıkları ile dolu bir destan yazdı.imamoğlu'nun kafasında bile şu an oy oranları birbirine yakın bir şekilde yenilsem bari de en azından chp'nin başına çökebilmek için kullanırım hesaplarından başka bir şey yok artık.",contik,07.01.2024 17:47,null
biyigina bakarsak en sevdigi yemek maklube olan kisi. bu adamin normal biri olma ihtimali yok.,mario lemina,09.01.2024 12:52,null
"tayyip erdoğan'ın siyasi zekasına laf edecek kadar aptal değilim ancak bu sefer akp içindeki güç grupları mı dersin, danışmanların tongası mı dersin, olabilecek en kötü adaylardan birini çıkarmış ekrem imamoğlu karşısına.iddia ediyorum, fark yiyerek kaybettiği seçimdeki binali yıldırım bile daha güçlü bir adaydı murat kurum'dan.imar afları sonucu başımıza gelenler, toki'de verilen sözlerin tutulmaması, yahu hayatında hiç istanbul'da yaşamamış olması, iyi bir hitap gücünün olmaması, daha sayarım da sayarım.",maltman,09.01.2024 12:55,null
"muhtemelen seçim kampanyasını tamamen erdoğan'ın bizzat yöneteceği akp istanbul büyükşehir belediye başkanı adayı.öyle olsa dahi kazanamayacak.zaten bu seçim, erdoğan ile imamoğlu arasında geçecek. imamoğlu'nun seçimi kazanması demek bir sonraki cumhurbaşkanlığı seçimini de kazanması demek olacak gibi.",ugrassive,09.01.2024 13:06,null
